name,url,year,rating,votes,plot
Spyro: Shadow Legacy,https://www.imdb.com/title/tt12082476/?ref_=adv_li_tt,2005,6.3,7,Spyro must save his homeland from the clutches of an evil wizard who is using the power of the Shadow Realm to corrupt the land.
Spyro: Year of the Dragon,https://www.imdb.com/title/tt0265795/?ref_=adv_li_tt,2000,8.5,"1,371","After 150 dragon eggs are stolen by an evil sorceress and her army of Rhynocs, Spyro embarks on an adventure to rescue the eggs."
Stake: Fortune Fighters,https://www.imdb.com/title/tt11486038/?ref_=adv_li_tt,2003,0.0,0,"It's an all or nothing battle royale for the coveted Stake emblem. Whoever achieves this emblem will supposedly receive a lifetime of riches, fame, and respect. Eight of the most ... See full summary »"
Star Fox,https://www.imdb.com/title/tt0304743/?ref_=adv_li_tt,1993,7.6,781,"After being banished from planet Corneria, the evil scientist Andross declares war on the entire Lylat System. The commanding officer of Corneria's defence force, summons the elite mercenary team Star Fox to defeat Andross."
Star Fox 64,https://www.imdb.com/title/tt0241985/?ref_=adv_li_tt,1997,8.4,"1,675","Mad scientist Andross arises as the emperor of Venom and declares war on the entire Lylat System, starting with Corneria. General Pepper sends in the Star Fox team to protect the key planets of the Lylat System and stop Dr. Andross."
Star Fox 64 3D,https://www.imdb.com/title/tt1900986/?ref_=adv_li_tt,2011,7.8,133,It's war! The evil mad scientist Andross has unleashed a huge army against his former home world in the bid for galactic conquest. General Pepper has summoned the Star Fox team as backup ... See full summary »
Star Fox Adventures,https://www.imdb.com/title/tt0307501/?ref_=adv_li_tt,2002,7.4,611,"As the Star Fox Team approaches Dinosaur Planet at the edge of the Lylat System, they receive a message from General Pepper asking to investigate what's caused the world to suddenly start breaking up."
Star Fox Command,https://www.imdb.com/title/tt1895535/?ref_=adv_li_tt,2006,6.2,67,"One or two years after the Aparoid Invasion in Star Fox: Assault (2005), the Star Fox team has broken up. When the Anglar race invades, Fox and R.O.B. must do what they can to repel the ... See full summary »"
Star Fox: Assault,https://www.imdb.com/title/tt0446037/?ref_=adv_li_tt,2005,7.6,384,"It has been nine years since the last war against Andross's forces. Now a new threat has emerged: the aparoid race, who are bent on assimilation of the Lylat System with the Star Fox team being the only thing standing in their way."
Star Ocean,https://www.imdb.com/title/tt0371253/?ref_=adv_li_tt,1996,7.9,63,"Three youths, Roddick, Millie, and Dorne try to find a cure for a disease that was sent to Earth by the Lezonians and stop a war."
Star Ocean: Blue Sphere,https://www.imdb.com/title/tt5357730/?ref_=adv_li_tt,2001,0.0,0,This game is set two years after Second Story on the planet Edifice a world in a pre space flight state but still has civilization. Characters from The Second Story are brought back to the planet by an unknown force.
Star Ocean: First Departure,https://www.imdb.com/title/tt2161535/?ref_=adv_li_tt,2007,7.7,29,"Space Date 346: The crew of a Terran Federation ship arrives on the planet Roak. With the help of a stalwart band of local heroes, the crew must work together to unravel a mystery and halt a galactic war."
Star Ocean: Second Evolution,https://www.imdb.com/title/tt5357594/?ref_=adv_li_tt,2008,7.5,12,Add a Plot
Star Ocean: The Last Hope,https://www.imdb.com/title/tt1408087/?ref_=adv_li_tt,2009,7.3,131,Star Ocean: The Last Hope is an action role-playing video game developed by Tri-Ace and published by Square Enix for the Xbox 360.
Star Ocean: The Second Story,https://www.imdb.com/title/tt0364026/?ref_=adv_li_tt,1998,8.1,110,"In an endless sea of stars, at the edge of the universe, a single fateful encounter is about to take place. The Gods have hurled a deadly meteorite into an unsuspecting planet, unleashing ... See full summary »"
Star Trek Online,https://www.imdb.com/title/tt0931112/?ref_=adv_li_tt,2010,7.8,399,"Choose your path as the Captain of the Federation, the Romulan Empire, or the Klingon Empire, and fight for the victory of your race as many other threats arise."
Star Trek: Conquest,https://www.imdb.com/title/tt1855356/?ref_=adv_li_tt,2007,7.2,13,"Star Trek: Conquest is a blend of intense action and strategy set in the Star Trek:The Next Generation era. While effectively managing your resources, you must lead your forces in a campaign to control the Galaxy, one planet at a time."
Star Trek: Invasion,https://www.imdb.com/title/tt0256407/?ref_=adv_li_tt,2000,7.3,76,"You're a hotshot pilot who must uncover a plot behind deadly events that are leading the universe toward a doomsday scenario. Strap in, as intergalactic combat goes warp speed."
Star Trek: Legacy,https://www.imdb.com/title/tt0844485/?ref_=adv_li_tt,2006,6.4,309,"All five Captains must face T'Uerell, a brilliant female Vulcan Captain gone insane, in their own eras in order to save the Alpha Quadrant."
Star Trek: Tactical Assault,https://www.imdb.com/title/tt1288602/?ref_=adv_li_tt,2006,6.1,37,"The Starfleet campaign is set in 2284 and predates the events of Star Trek II: The Wrath of Khan. The player follows the adventures of Lieutenant Commander Reynolds, completing missions and... See full summary »"
Star Wars Battlefront: Renegade Squadron,https://www.imdb.com/title/tt1117633/?ref_=adv_li_tt,2007,7.8,313,"The story in this game follow the previously secret ""Renegade Squadron"" that was made up of the galaxy's toughest scoundrels. As the plot unfolds, players learn how Han Solo recruited and ... See full summary »"
Star Wars Episode II: Attack of the Clones,https://www.imdb.com/title/tt11543220/?ref_=adv_li_tt,2002,6.5,32,A Star Wars game for the Game Boy Advance.
Star Wars: Bounty Hunter,https://www.imdb.com/title/tt0328475/?ref_=adv_li_tt,2002,7.7,684,"Jango Fett, the most fearless bounty hunter in the galaxy, is hired to capture a deranged Dark Jedi. Armed with an array of deadly weapons and skills, he'll face off against galactic scum from the darkest corners of the Star Wars universe."
Star Wars: Demolition,https://www.imdb.com/title/tt0269909/?ref_=adv_li_tt,2000,6.6,117,Star Wars: Demolition is a vehicular combat game set in the Star Wars universe.
Star Wars: Empire at War,https://www.imdb.com/title/tt0804909/?ref_=adv_li_tt,2006,7.7,898,"The game is set before the Battle of Yavin, while the Empire is still constructing the Death Star. The campaign goes through the events before this, on both the Rebel and Imperial side."
Star Wars: Flight of the Falcon,https://www.imdb.com/title/tt15499696/?ref_=adv_li_tt,2003,0.0,0,Add a Plot
Star Wars: Jedi Starfighter,https://www.imdb.com/title/tt0316673/?ref_=adv_li_tt,2002,6.8,248,Play as a Jedi that is field testing a new Starfighter that's quickly dragged into a regional conflict.
Star Wars: Knights of the Old Republic,https://www.imdb.com/title/tt0356070/?ref_=adv_li_tt,2003,9.5,"8,600","A republic soldier, training to become a Jedi Knight, is given the task of halting the conquest of Darth Malak by discovering the location of a weapon known as the Star Forge."
Star Wars: Lethal Alliance,https://www.imdb.com/title/tt5364848/?ref_=adv_li_tt,2006,6.1,33,"A third-person shooter set between Star Wars Episode III and Star Wars Episode IV. The game focuses on shooting, stealth and wearing disguises rather than wielding light-sabers or using The Force."
Star Wars: Obi-Wan,https://www.imdb.com/title/tt0292256/?ref_=adv_li_tt,2001,6.4,226,A game chronicling the exploits of Obi-Wan Kenobi before and during the events of Star Wars: Episode I - The Phantom Menace.
Star Wars: Republic Commando,https://www.imdb.com/title/tt0418195/?ref_=adv_li_tt,2005,8.3,"1,996",You play a Republic clone commando who leads an elite strike team in the Clone Wars.
Star Wars: Rogue Squadron,https://www.imdb.com/title/tt0183816/?ref_=adv_li_tt,1998,7.9,867,"Luke Skywalker leads the Rebel Alliance's elite starfighter unit, Rogue Squadron, into battle against the Empire."
Star Wars: Shadows of the Empire,https://www.imdb.com/title/tt0158208/?ref_=adv_li_tt,1996,8.0,970,You are the protector of Luke Skywalker.
Star Wars: Starfighter,https://www.imdb.com/title/tt0278059/?ref_=adv_li_tt,2001,6.9,168,"A long time ago, in a galaxy far, far away... the greedy Trade Federation stands poised to invade the small planet of Naboo. The only hope for the people of Naboo is a young pilot, a ... See full summary »"
Star Wars: Super Bombad Racing,https://www.imdb.com/title/tt0284515/?ref_=adv_li_tt,2001,6.1,62,Add a Plot
Star Wars: The Force Unleashed,https://www.imdb.com/title/tt1024923/?ref_=adv_li_tt,2008,8.0,"7,401","Darth Vader's secret apprentice, codenamed Starkiller, is trained in the Dark Side to defeat the enemies of the Empire, but must find his own path when his master betrays him."
Star Wars: The Force Unleashed II,https://www.imdb.com/title/tt1570976/?ref_=adv_li_tt,2010,7.1,"3,530","A clone of Starkiller is created by Darth Vader, but, after he escapes his master's grasp, he travels across the galaxy to discover who, or what, he really is."
Star Wars: The Old Republic,https://www.imdb.com/title/tt1320395/?ref_=adv_li_tt,2011,8.5,"3,061","Set long before the Star Wars films, the Sith Empire returns to the galaxy to begin a war with the Galactic Republic."
Star X,https://www.imdb.com/title/tt19733444/?ref_=adv_li_tt,2002,0.0,0,Add a Plot
StarCraft,https://www.imdb.com/title/tt0217061/?ref_=adv_li_tt,1998,9.2,"5,228","In 2499 in the Koprulu sector, a ferocious collective race known as the Zerg arrives to massacre the exiled human colonies while a highly advanced race, the Protoss, intervenes to exterminate the Zerg."
StarCraft II: Heart of the Swarm,https://www.imdb.com/title/tt2288037/?ref_=adv_li_tt,2013,8.7,"1,560","After the events of StarCraft II: Wings of Liberty (2010), Sarah Kerrigan works to reunite the Zerg swarm in order to take revenge on Arcturus Mengsk."
StarCraft II: Legacy of the Void,https://www.imdb.com/title/tt5202850/?ref_=adv_li_tt,2015,8.7,947,"After the events of StarCraft II: Heart of the Swarm (2013), Hierarch Artanis works to reunite the Protoss factions in order to retake their homeworld of Auir and stop Amon from destroying the galaxy."
StarCraft II: Wings of Liberty,https://www.imdb.com/title/tt1037854/?ref_=adv_li_tt,2010,8.8,"3,321","Four years after the events of StarCraft: Brood War (1998), Jim Raynor fights against the Dominion and begins a search for artifacts when at the same time the Zerg attack once again."
Starhawk,https://www.imdb.com/title/tt2121814/?ref_=adv_li_tt,2012,7.1,63,"In the far reaches of space, factions of humanity battle over a rare and dangerous resource known as Rift Energy. Caught in the middle is Emmett Graves, an outcast gunslinger who is drawn ... See full summary »"
Starship Troopers,https://www.imdb.com/title/tt0475402/?ref_=adv_li_tt,2005,6.0,296,"Set five years after the events of the film, the game lets players assume the role of 'Marauder Zero Six' as they assault the planet Hesperus which has been invaded by the Arachnids."
Starsky & Hutch,https://www.imdb.com/title/tt1380813/?ref_=adv_li_tt,2003,7.2,76,"Take the wheel of the Zebra 3 with two of the coolest undercover cops in town. Join the soft-spoken Hutch and the street-wise Starsky, as they solve the toughest cases in the roughest neighborhoods."
Starwinder: The Ultimate Space Race,https://www.imdb.com/title/tt0853001/?ref_=adv_li_tt,1996,0.0,0,Add a Plot
State of Emergency,https://www.imdb.com/title/tt0408216/?ref_=adv_li_tt,2002,5.7,97,"This is an urban riot ""beat 'em up"" game. The American Trade Origanization is declaring a State of Emergency. You are a part of an underground crew and your job is to put this organization ... See full summary »"
State of Emergency 2,https://www.imdb.com/title/tt0462556/?ref_=adv_li_tt,2006,5.1,21,"It takes place four years after the events of the first game. Spanky and his gang are back for more, and this time they're bigger, stronger and badder! You're in the middle of hundreds of ... See full summary »"
Steambot Chronicles,https://www.imdb.com/title/tt1239452/?ref_=adv_li_tt,2005,8.7,81,Add a Plot
Steel Battalion,https://www.imdb.com/title/tt0371305/?ref_=adv_li_tt,2002,7.8,28,"You are a VT pilot and you must pilot the VT (Vertical Tank) and fight enemy VTs and other military vehicles to end the war by controlling the Steel Battalion controller that has two control levers, 40 buttons, and 3 foot pedals."
Steel Battalion: Heavy Armor,https://www.imdb.com/title/tt2378950/?ref_=adv_li_tt,2012,2.3,40,2082. Pilot the most powerful weapon on the battlefield and retake America in this startling vision of a future abandoned by technology.
Steel Battalion: Line of Contact,https://www.imdb.com/title/tt15232744/?ref_=adv_li_tt,2004,0.0,0,Add a Plot
Steel Diver,https://www.imdb.com/title/tt1954864/?ref_=adv_li_tt,2011,4.4,21,"Take submarine combat to new visual depths and explore undersea volcanoes, ancient ruins, and arctic caverns in eye-popping 3D!"
Steins;Gate,https://www.imdb.com/title/tt5953726/?ref_=adv_li_tt,2009,8.7,395,"After discovering time travel, a university student and his colleagues must use their knowledge of it to stop an evil organization and their diabolical plans."
Steins;Gate 0,https://www.imdb.com/title/tt6157758/?ref_=adv_li_tt,2015,8.5,232,"It takes place at the end of the original Steins;Gate, set in the Beta worldline. where Rintaro Okabe falls into depression after failing to prevent the death of Kurisu Makise until he meets Maho Hiyajo several months later."
Stella Deus: The Gate of Eternity,https://www.imdb.com/title/tt0489280/?ref_=adv_li_tt,2004,7.2,12,Add a Plot
Stella Glow,https://www.imdb.com/title/tt5223002/?ref_=adv_li_tt,2015,7.8,16,"Alto, a young knight with no memory of his past must convince the Witches of the Regnant Kingdom to join his side and stop Hilda, the Witch of Destruction, and her cruel Harbingers. As they... See full summary »"
Stellaris,https://www.imdb.com/title/tt6129780/?ref_=adv_li_tt,2016,8.0,184,"Explore a vast galaxy full of wonder. Paradox Development Studio, makers of the Crusader Kings and Europa Universalis series presents Stellaris, an evolution of the grand strategy genre ... See full summary »"
Still Life,https://www.imdb.com/title/tt0476701/?ref_=adv_li_tt,2005,8.0,348,A young FBI agent is on the trail of a brutal serial killer. She discovers that her grandfather worked on a very similar case in Central Europe more than half a century earlier.
Still Life 2,https://www.imdb.com/title/tt1493214/?ref_=adv_li_tt,2009,5.6,137,"In 2008, FBI agent Victoria McPherson finds herself in a confusing case while she has to fight against dark memories from her former case in 2004."
Storm Lover 2nd,https://www.imdb.com/title/tt6910478/?ref_=adv_li_tt,2013,0.0,0,Add a Plot
Stranglehold,https://www.imdb.com/title/tt0460949/?ref_=adv_li_tt,2007,7.9,"1,900",A third-person video game set in Hong Kong and Chicago where a tough cop battles the mob.
Street Fighter Alpha 2,https://www.imdb.com/title/tt0417173/?ref_=adv_li_tt,1996,7.5,490,"The second in the Alpha series with a total of 18 fighters. The game features a number of improvements over the original, such as new attacks, stages, endings, and gameplay features."
Street Fighter Alpha 3,https://www.imdb.com/title/tt0469194/?ref_=adv_li_tt,1998,8.0,521,"The third in the Alpha series with a total of 31 fighters, the addition of three selectable fighting styles, new stages, and new theme music for all the returning characters."
Street Fighter Anniversary Collection,https://www.imdb.com/title/tt4916226/?ref_=adv_li_tt,2004,8.5,70,A compilation game of 'Hyper Street Fighter II' and 'Street Fighter III 3rd Strike: Fight for the Future'. It also includes 'Street Fighter II: The Animated Movie' as a bonus.
Street Fighter EX3,https://www.imdb.com/title/tt0397107/?ref_=adv_li_tt,2000,7.0,127,"Choose from 16 characters and try your hand at new battle modes, even go against 1 against 3 in this newest Street Fighter game."
Street Fighter V,https://www.imdb.com/title/tt3103432/?ref_=adv_li_tt,2016,6.3,616,Warriors from across the globe must join forces in order to stop Shadaloo from plunging the world into crisis.
Street Fighter X Tekken,https://www.imdb.com/title/tt2282983/?ref_=adv_li_tt,2012,6.8,543,Choose your fighters. Challenge your rivals. Will you cross the line? The greatest fighters from the world's 2 heavyweight fighting games finally collide in the ultimate tag team match-up.
Street Fighter: The Movie,https://www.imdb.com/title/tt0161993/?ref_=adv_li_tt,1995,4.4,"1,916",Fighting game based on the 1994 movie which is itself based on Street Fighter II arcade. The film's characters played by the film's cast in digitized form take on evil dictator M. Bison while trying to save the hostages he captured.
Strikers 1945,https://www.imdb.com/title/tt0283018/?ref_=adv_li_tt,1998,6.2,14,Add a Plot
Stronghold,https://www.imdb.com/title/tt0276534/?ref_=adv_li_tt,2001,8.1,364,"Supporting the life of a medieval castle, the protagonist must defeat the four traitors who plunged the country into a turmoil."
Stronghold Legends,https://www.imdb.com/title/tt5736314/?ref_=adv_li_tt,2006,7.5,82,"Three legendary figures of the European Middle Ages - king Arthur, warrior Siegfried, count Dracula - are move forward to their conquests."
Stuart Little 2,https://www.imdb.com/title/tt1064910/?ref_=adv_li_tt,2002,5.9,65,Stuart Little has to save Margalo from the dangerous Falcon.
Stuart Little 3: Big Photo Adventure,https://www.imdb.com/title/tt13844918/?ref_=adv_li_tt,2005,7.9,15,"Stuart Little accidentally destroys his brother's photography project, so must make his way around New York with a camera to replace what was lost."
Stubbs the Zombie in Rebel Without a Pulse,https://www.imdb.com/title/tt0498128/?ref_=adv_li_tt,2005,7.8,271,"Edward ""Stubbs"" Stubblefield rises from his grave as a zombie and decides to get his revenge by kill humans and devour their brains."
Stuntman,https://www.imdb.com/title/tt0390517/?ref_=adv_li_tt,2002,6.7,109,You play as a rookie stunt driver who goes up the ranks from modest state fair stunts to big-budget action films.
Stuntman: Ignition,https://www.imdb.com/title/tt2569290/?ref_=adv_li_tt,2007,6.3,75,"Stuntman: Ignition follows a small-time stunt driver as he tries to make his way to become a top Hollywood stunt driver. At the start of each new movie, the player is presented with a short... See full summary »"
Sudeki,https://www.imdb.com/title/tt0424470/?ref_=adv_li_tt,2004,8.1,64,The world as we know it has been torn apart by darkness and only four heroes can save it in this RPG game from Microsoft.
Suikoden,https://www.imdb.com/title/tt0313660/?ref_=adv_li_tt,1995,8.3,279,108 Stars of Destiny must band together to liberate the corrupt Scarlet Moon Empire.
Suikoden II,https://www.imdb.com/title/tt0303097/?ref_=adv_li_tt,1998,9.0,425,"Three years after the Gate Rune War, the 108 Stars of Destiny once again gather to protect the City-State of Jowston from the invading Kingdom of Highland, led by the demonic Luca Blight."
Suikoden IV,https://www.imdb.com/title/tt0434968/?ref_=adv_li_tt,2004,7.2,147,150 years in the past an orphan raised by the ruling family of a small island outpost becomes the bearer of the True Rune of Punishment and must gather the 108 Stars of Destiny to fight the evil Kooluk Fleet.
Suikoden Tactics,https://www.imdb.com/title/tt1130031/?ref_=adv_li_tt,2005,7.0,39,"Suikoden Tactics is a spin-off in the Suikoden series and a direct sequel to Suikoden IV, its story taking place three years after those described in the previous game. The story narrates ... See full summary »"
Suikoden Tierkreis,https://www.imdb.com/title/tt4367276/?ref_=adv_li_tt,2008,7.7,16,Add a Plot
Suikoden V,https://www.imdb.com/title/tt0863036/?ref_=adv_li_tt,2006,8.3,204,"This is the fifth installment Suikoden series by Konami, takes place in the Queendom of Falena, six years before the events in the first and nine years before the events in the second one."
Summon Night 6: Lost Borders,https://www.imdb.com/title/tt5832466/?ref_=adv_li_tt,2016,0.0,0,Add a Plot
Summoner,https://www.imdb.com/title/tt0278066/?ref_=adv_li_tt,2000,8.0,56,Add a Plot
Summoner 2,https://www.imdb.com/title/tt0413326/?ref_=adv_li_tt,2002,8.4,40,Add a Plot
Sunset Overdrive,https://www.imdb.com/title/tt3802404/?ref_=adv_li_tt,2014,7.8,"1,034","Set in 2027, a corrupt corporation known as FizzCo has released a new energy drink called Overcharge Delirium XT, which turns everyone into mutated monsters."
Super Adventure Island,https://www.imdb.com/title/tt4506776/?ref_=adv_li_tt,1992,5.9,17,"While on a romantic evening with Higgins, Jeannie Jungle is turned to stone by the evil Dark Cloak. Now Master Higgins must charge after him through tropical jungles, the deserts of Indianapolis, and the belly of a whale."
Super Army War,https://www.imdb.com/title/tt5796268/?ref_=adv_li_tt,2005,0.0,0,Add a Plot
Super Bomberman 4,https://www.imdb.com/title/tt11207814/?ref_=adv_li_tt,1996,7.4,11,Add a Plot
Super Castlevania IV,https://www.imdb.com/title/tt1467376/?ref_=adv_li_tt,1991,8.3,623,"A century after Christopher Belmont slew Dracula, the vampire lord indeed rises from his grave and Simon, the most famous of the Clan, steels himself for war against the forces of darkness to cleanse Transylvania of his curse."
Super Dragon Ball Z,https://www.imdb.com/title/tt1233533/?ref_=adv_li_tt,2006,6.6,127,"Super Dragon Ball Z is a cel-shaded 3D fighting video game, based on the Japanese manga series Dragon Ball created by Akira Toriyama. It was released in Japanese and European arcades ... See full summary »"
Super Ghouls 'n Ghosts,https://www.imdb.com/title/tt2972730/?ref_=adv_li_tt,1991,7.2,125,King Arthur must save the princess who has been kidnapped by demons which took her to Emperor Sardius in order to get the Goddess Bracelet. Play as Arthur who has to fight undead creatures in this difficult platform game.
Super Mario 3D Land,https://www.imdb.com/title/tt2076943/?ref_=adv_li_tt,2011,8.2,"1,919","Princess Peach once again gets kidnapped by Bowser, you are in control of Mario and Luigi and you play in a 3D environment with level design similar to a typical 2D Super Mario adventure."
Super Mario 3D World,https://www.imdb.com/title/tt2980042/?ref_=adv_li_tt,2013,8.5,"2,284","Mario, Princess Peach, Luigi and Toad must save the Sprixie Princesses after Bowser has captured them in their kingdom."
Super Mario 64,https://www.imdb.com/title/tt0204657/?ref_=adv_li_tt,1996,9.1,"6,129","When the evil Bowser steals 120 power stars and traps Princess Peach within the walls of her own castle, it's up to Mario to save her once again."
Super Mario Advance,https://www.imdb.com/title/tt0301905/?ref_=adv_li_tt,2001,7.7,257,"Remake of Super Mario Bros. 2 (1988). Mario and his friends are in the strange world of Subcon, which they must free of the evil oppressor Wart."
Super Mario All-Stars,https://www.imdb.com/title/tt0221603/?ref_=adv_li_tt,1993,9.0,"1,088","A compilation of Super Mario Bros. and its two sequels, along with the Japanese version of Super Mario Bros. 2 (The Lost Levels) , completely remade with new graphics for the Super NES."
Super Mario Bros.,https://www.imdb.com/title/tt0177266/?ref_=adv_li_tt,1985,8.9,"6,207",A plumber named Mario and his brother Luigi travel through the Mushroom Kingdom to save the princess from the evil Bowser.
Super Mario Bros. 2,https://www.imdb.com/title/tt0204659/?ref_=adv_li_tt,1988,7.6,"3,078","Mario, Luigi, Princess Toadstool and Toad enter a mysterious door to save the people of Sub-Con from the evil frog Wart and his minions."
Super Mario Bros. 3,https://www.imdb.com/title/tt0249174/?ref_=adv_li_tt,1988,9.2,"5,207","King Koopa has kidnapped Princess Toadstool, taken over all seven kingdoms in the Mushroom World, and put his seven kids in charge of all of them. It's the Mario Brothers to the rescue."
Super Mario Bros.: The Lost Levels,https://www.imdb.com/title/tt0204658/?ref_=adv_li_tt,1986,7.4,"1,366",A Japan-only sequel to Super Mario Bros. (1985) where Mario and Luigi must once again save Princess Toadstool and the Mushroom Kingdom from Bowser's clutches.
Super Mario Galaxy,https://www.imdb.com/title/tt0879874/?ref_=adv_li_tt,2007,9.0,"5,314","When Princess Peach is abducted as part of Bowser's galaxy creation scheme, stalwart plumber Mario must leap to her rescue, with the help of new celestial friends and powers."
Super Mario Galaxy 2,https://www.imdb.com/title/tt1698007/?ref_=adv_li_tt,2010,8.9,"2,511",Mario goes back in the galaxy to save Princess Peach from Bowser.
Super Mario Kart,https://www.imdb.com/title/tt0221604/?ref_=adv_li_tt,1992,8.3,"2,277","Mario, his brother Luigi and his friends Princess Toadstool, Toad, Yoshi, King Bowser, Donkey Kong Jr. and Koopa Troopa are all in a race to challenge each other and see who's the best racer in the Mushroom Kingdom."
Super Mario Land,https://www.imdb.com/title/tt0204660/?ref_=adv_li_tt,1989,7.6,"1,199","When the Mushroom Kingdom is safe, Mario goes to the Kingdoms of Sarasaland to save Princess Daisy from the alien threat of Tatanga."
Super Mario Land 2: 6 Golden Coins,https://www.imdb.com/title/tt0221605/?ref_=adv_li_tt,1992,8.0,782,"Mario's castle home has been stolen by the diabolical Wario, so Mario must find the six golden coins to open the lock and reclaim his house."
Super Mario Maker,https://www.imdb.com/title/tt3794246/?ref_=adv_li_tt,2015,8.2,877,Create your very own Mario Brothers levels in this new Mario Paint inspired level creator. You can even play as characters from other video game franchises with the amiibo support.
Super Mario RPG: Legend of the Seven Stars,https://www.imdb.com/title/tt0271807/?ref_=adv_li_tt,1996,8.7,"1,448","Just as Mario trounces Bowser for the millionth time, a giant, malevolent sword crashes into Bowser's keep, casting Mario, Princess Toadstool and Bowser far and wide, and breaking seven pieces from the wish-granting Star Road."
Super Mario Strikers,https://www.imdb.com/title/tt0497448/?ref_=adv_li_tt,2005,7.7,327,Mario and the gang face one another in a soccer challenge.
Super Mario Sunshine,https://www.imdb.com/title/tt0298052/?ref_=adv_li_tt,2002,8.1,"2,930","Mario and Peach go on a vacation to Isle Delfino. But their trip soon gets spoiled after an imposter disguised as Mario paints and pollutes the entire island. Mario must clear his name, and clean up the entire island."
Super Mario World,https://www.imdb.com/title/tt0221606/?ref_=adv_li_tt,1990,9.2,"4,853","While Mario and Luigi are vacationing in Dinosaur Land, Bowser kidnaps the Princess. Mario and his new dino friend Yoshi go on a mission to save her."
Super Mario World 2: Yoshi's Island,https://www.imdb.com/title/tt0222407/?ref_=adv_li_tt,1995,8.5,"2,007","When the evil magikoopa Kamek knocks Baby Mario from the grasp of his delivery stork and lands him on the remote Yoshi's Island, the plucky green dinosaur sets out on a mission to carry the baby to his parents."
Super Metroid,https://www.imdb.com/title/tt0206330/?ref_=adv_li_tt,1994,9.1,"2,086",Samus Aran returns to the brooding planet Zebes to recover the last metroid from the Space Pirates.
Super Monkey Ball,https://www.imdb.com/title/tt0301906/?ref_=adv_li_tt,2001,7.5,217,Guide a transparent ball containing a monkey across a series of maze-like platforms and reach the goal without falling off or letting the timer reach zero in the GameCube port of the classic Monkey Ball arcade.
Super Monkey Ball 2,https://www.imdb.com/title/tt0414553/?ref_=adv_li_tt,2002,7.8,144,"AiAi and his friends take a journey to retrieve the bananas snatched by the evil scientist, Dr. BAD-Boon."
Super Monkey Ball Deluxe,https://www.imdb.com/title/tt7562008/?ref_=adv_li_tt,2005,7.7,38,"PlayStation 2 version compiling all stages from Super Monkey Ball (2001) and Super Monkey Ball 2 (2002), as well as adding various original levels."
Super Monkey Ball Jr.,https://www.imdb.com/title/tt12053162/?ref_=adv_li_tt,2002,5.3,6,"Sega's sphered simians go portable. Following the surprise success of their original GameCube launch title and the popularity of its 2002 sequel, AiAi, MeeMee, Gon Gon, and Baby roll on to the Game Boy Advance in Super Monkey Ball Jr."
Super Monkey Ball: Banana Blitz,https://www.imdb.com/title/tt2537860/?ref_=adv_li_tt,2006,5.7,40,"Captain Nikalsa has stolen 8 golden bananas from the monkeys, and they must find their way through lots of mazes, collect bananas and defeat bosses along the way."
Super Paper Mario,https://www.imdb.com/title/tt1110280/?ref_=adv_li_tt,2007,7.7,594,"Mario, Peach, and Bowser, along with the fairy companions called Pixls, quest through various dimensions to collect Pure Hearts and defeat Count Bleck."
Super Princess Peach,https://www.imdb.com/title/tt0892798/?ref_=adv_li_tt,2005,6.9,116,"After Bowser gets hold of something called a magical Vibe Wand, he kidnaps Mario and Luigi and heads back to his castle on Vibe Island with an emotional troop of minions in tow. Intent on ... See full summary »"
Super Puzzle Fighter II Turbo,https://www.imdb.com/title/tt0410707/?ref_=adv_li_tt,1996,7.3,78,"Both of Capcom's 2D, fighting-game sequels known as Street Fighter Zero 2 and Vampire Hunter: Darkstalkers' Revenge, compete against each other in a chibi, Pnickles-like, puzzle fighting tournament of gems."
Super R-Type,https://www.imdb.com/title/tt0458498/?ref_=adv_li_tt,1991,6.7,48,The first in the series of side-scrolling space-shooters to be released on the SNES console.
Super Scribblenauts,https://www.imdb.com/title/tt11070770/?ref_=adv_li_tt,2010,7.1,15,"Use your imagination to help Maxwell complete his mission, summoning anything you can think of to solve a variety of puzzles."
Super Sentai Battle: Ranger Cross,https://www.imdb.com/title/tt1984259/?ref_=adv_li_tt,2011,0.0,0,Add a Plot
Super Smash Bros.,https://www.imdb.com/title/tt0201955/?ref_=adv_li_tt,1999,8.4,"2,289",Mario and everybody's favorite Nintendo character battle it out in a no holds barred tournament.
Super Smash Bros. Brawl,https://www.imdb.com/title/tt0928380/?ref_=adv_li_tt,2008,8.7,"4,711","The third Super Smash Bros. title, featuring a number of new additions, including an engrossing story mode and cooperative play, new characters, new stages, and online combat."
Super Smash Bros. Melee,https://www.imdb.com/title/tt0293062/?ref_=adv_li_tt,2001,9.0,"3,183","Smash Bros. installment for the GameCube with fast-paced, highly competitive and technical gameplay of realtime chess and hype using various Nintendo characters, with simple controls yet deep mechanics."
Supercar Street Challenge,https://www.imdb.com/title/tt2048869/?ref_=adv_li_tt,2001,0.0,0,Add a Plot
Superman Returns,https://www.imdb.com/title/tt0772202/?ref_=adv_li_tt,2006,5.4,"1,099","The Man of Steel returns from the extinct planet Kyrpton to his home Metropolis only to find himself protecting it once more from foes such as Metallo, Mongul and Bizarro."
Superman: Countdown to Apokolips,https://www.imdb.com/title/tt18336548/?ref_=adv_li_tt,2003,0.0,0,"In this prequel to Shadow of Apokolips, Superman has his first encounter with Metallo."
