name,url,year,rating,votes,plot
Dead Man's Hand,https://www.imdb.com/title/tt0479652/?ref_=adv_li_tt,2004,7.9,52,"You assume the role of El Tejon, a master gunslinger on a mission of vengeance. As the story unfolds, you will pursue members of ""The Nine,"" a gang of ruthless outlaws who betrayed you and left you for dead."
Dead Rising,https://www.imdb.com/title/tt0837114/?ref_=adv_li_tt,2006,7.9,"2,877",Photojournalist Frank West finds himself trapped in a shopping mall overrun by flesh eating zombies.
Dead Rising 2,https://www.imdb.com/title/tt1456949/?ref_=adv_li_tt,2010,7.3,"1,983","In the rise of a new zombie outbreak, the new hero Chuck Greene has to help his daughter survive this zombie nightmare."
Dead Rising 2: Off the Record,https://www.imdb.com/title/tt2087729/?ref_=adv_li_tt,2011,7.4,487,"After surviving the Dead Rising zombie outbreak, Frank West quickly became a bit of a celebrity and is given his own talk show. But like many celebrities, he squanders his opportunities and soon finds that his fifteen minutes are up."
Dead Rising 3,https://www.imdb.com/title/tt3070002/?ref_=adv_li_tt,2013,7.4,"1,109","Rising 3 takes place ten years after the events of Dead Rising 2 (2010), in the city of Los Perdidos, California and follows a new protagonist, Nick Ramos, who is in the midst of the looming zombie apocalypse."
Dead Rising: Chop Till You Drop,https://www.imdb.com/title/tt2752110/?ref_=adv_li_tt,2009,6.6,16,"Frank, a photographer, stops at Willamette Parkview Mall to take pictures for a newspaper. His ride back home, a helicopter, will be back in 3 days. However, zombies now infect the mall. It... See full summary »"
Dead Space,https://www.imdb.com/title/tt1267296/?ref_=adv_li_tt,2008,8.8,"9,503","Engineer Isaac Clarke and his crew get stranded on a large, abandoned mining ship. There, Clarke needs to repair the giant ship while battling nasty aliens and solving the mystery of what happened to the ship."
Dead Space 2,https://www.imdb.com/title/tt1697062/?ref_=adv_li_tt,2011,8.8,"6,581","Set three years after the events of the first, Isaac Clarke's fight against a new Necromorph outbreak on the Sprawl, a space station above Saturn's largest moon, Titan."
Dead Space 3,https://www.imdb.com/title/tt2189256/?ref_=adv_li_tt,2013,7.6,"3,792","Set on the frozen planet of Tau Volantis, Isaac Clarke and John Carver team up as they attempt to end the Necromorph threat once and for all."
Dead or Alive 2,https://www.imdb.com/title/tt0276899/?ref_=adv_li_tt,2000,7.2,306,"A great leader was killed at the end of the 20th century. His name was Fame Douglas, and he was renowned as the sponsor of the legendary Dead or Alive World Combat Championship. Since his ... See full summary »"
Dead or Alive 3,https://www.imdb.com/title/tt0286580/?ref_=adv_li_tt,2001,7.4,300,"Third Dead or Alive game in the series, featuring 16 characters, hidden extras, spectacular lighting effects, volumetric fog and grass, clothing and muscle movement that accurately responds and interactive environments."
Dead or Alive 4,https://www.imdb.com/title/tt0795367/?ref_=adv_li_tt,2005,7.4,323,The fourth installment in the Dead or Alive series continues in a similar vein of fighting game. Delivering another dose of combo heavy action set in a variety of highly interactive locations and new characters.
Dead or Alive 5,https://www.imdb.com/title/tt2148915/?ref_=adv_li_tt,2012,7.1,281,The fifth Dead or Alive title featuring guest characters from Sega's Virtua Fighter series and new gameplay mechanics. Its plot is set two years after the events of Dead or Alive 4.
Dead or Alive Paradise,https://www.imdb.com/title/tt1633976/?ref_=adv_li_tt,2010,4.5,29,A remake of Dead or Alive Xtreme 2.
Dead or Alive Xtreme 2,https://www.imdb.com/title/tt0874267/?ref_=adv_li_tt,2006,6.2,143,"Taking place after the conclusion of Dead or Alive 4. After Zack and Niki finds the treasures from the undead Egyptian pharaoh, they use the newfound wealth that they obtained and while ... See full summary »"
Dead or Alive Xtreme Beach Volleyball,https://www.imdb.com/title/tt0350776/?ref_=adv_li_tt,2003,6.0,135,The girls of DOA find themselves stuck on Zack's Island after he invites them to what they think is the next DOA tournament. In reality they discover that it is just a ruse to get them ... See full summary »
Dead to Rights,https://www.imdb.com/title/tt0335035/?ref_=adv_li_tt,2002,7.0,222,"Grant City, the hardest place on earth. You are Jack Slate, a hard nosed K-9 cop, reports to normal duty call at a construction yard, only to find out that his father has been murdered. He ... See full summary »"
Dead to Rights II,https://www.imdb.com/title/tt0436218/?ref_=adv_li_tt,2005,7.1,99,Dead to Rights 2 signifies the return of cop Jack Slate and his sidekick dog Shadow. The bullet-time action game is a sequel to the popular 2002 game Dead to Rights
Dead to Rights: Reckoning,https://www.imdb.com/title/tt2442086/?ref_=adv_li_tt,2005,6.8,11,"When a girl is kidnapped, Jack Slate and his trusty companion Shadow must rescue her."
Dead to Rights: Retribution,https://www.imdb.com/title/tt1661824/?ref_=adv_li_tt,2010,7.5,92,"A grant city police officer his father was killed while investigating on a case, seeking the truth about his father's murder with his dog companion and reporter friend"
Deadly Creatures,https://www.imdb.com/title/tt1608124/?ref_=adv_li_tt,2009,6.9,41,You take on the role as a spider and a scorpion and you fight for survival against fierce predators as you unearth a sinister tale of greed buried in the Sonoran Desert
Deadly Premonition,https://www.imdb.com/title/tt2076834/?ref_=adv_li_tt,2010,8.1,488,"Eccentric FBI agent Francis York Morgan has been called in to investigate the ritualistic murder of Anna Graham in the small town of Greenvale. With every clue he finds, the surreal mystery deepens."
Deadpool,https://www.imdb.com/title/tt2269724/?ref_=adv_li_tt,2013,8.0,"2,981","With the help of Cable, Rogue, Wolverine and many other heroes, Deadpool must stop Mister Sinister, while trying to make his video game really awesome and going over budget countless times."
Deal or No Deal,https://www.imdb.com/title/tt0945545/?ref_=adv_li_tt,2006,5.4,65,About 26 ladies who are standing in rows with cases in their hands. The cases are numbered. They have to choose a random one and try to get the most money.
DeathSmiles,https://www.imdb.com/title/tt1735182/?ref_=adv_li_tt,2009,6.5,10,Add a Plot
Deception III: Dark Delusion,https://www.imdb.com/title/tt0844756/?ref_=adv_li_tt,1999,8.3,464,"The player controls Reina, a girl that was kidnapped alongside her family and taken to the island Alendar, where her family is killed. Reina must use the trapping powers she acquired to ... See full summary »"
Deep Fear,https://www.imdb.com/title/tt4828626/?ref_=adv_li_tt,1998,7.7,12,A capsule with an ape sent to space decades ago crash lands in the Pacific near a deep-sea research facility. An alien virus begins mutating everyone there. Ex-Navy SEAL John Mayor must save them and the ape might hold the key.
Def Jam Vendetta,https://www.imdb.com/title/tt0366351/?ref_=adv_li_tt,2003,7.1,251,"Three years since D-Mob kicked him out on the streets, a disgraced street fighter must help his pal Manny pay off his debts by getting back in the ring and win a street fighting ... See full summary »"
Def Jam: Fight for NY,https://www.imdb.com/title/tt0426436/?ref_=adv_li_tt,2004,8.4,928,"D-Mob, after being arrested for involvement in a shooting, is broken out of police custody. Now, his crew is involved in a major turf war with Crow, with control of New York's underground at stake."
Defiance,https://www.imdb.com/title/tt2848498/?ref_=adv_li_tt,2013,6.7,133,Add a Plot
Densetsu no Yuusha no Densetsu: Legendary Saga,https://www.imdb.com/title/tt6725428/?ref_=adv_li_tt,2010,0.0,0,Add a Plot
Deponia,https://www.imdb.com/title/tt2300978/?ref_=adv_li_tt,2012,7.6,283,"On his escape to the rich city of Elysium, Rufus runs into the attractive lady Goal, and suddenly he finds himself on a journey to save his planet."
Despicable Me: The Game,https://www.imdb.com/title/tt1822208/?ref_=adv_li_tt,2010,7.5,578,"Based on the animated film. The Game lets players experience the thrill of being Gru, one of the world's greatest super villains who is planning the biggest heist in history - stealing the moon."
Destiny,https://www.imdb.com/title/tt2983582/?ref_=adv_li_tt,2014,7.7,"5,072","Years in the future, a group of space-born humans fight to remove the Earth of alien invaders."
Destiny: The Taken King,https://www.imdb.com/title/tt4916164/?ref_=adv_li_tt,2015,8.4,832,"After the Guardians of Earth murdered his son, Oryx, The Taken King, comes to the system to exact revenge against those who killed his son, and to destroy all Light in the process."
Destrega,https://www.imdb.com/title/tt0442664/?ref_=adv_li_tt,1998,7.9,20,Add a Plot
Destroy All Humans! 2,https://www.imdb.com/title/tt0802977/?ref_=adv_li_tt,2006,7.9,489,Crypto is back with the Furons to take over in all parts of the world.
Destroy All Humans! Big Willy Unleashed,https://www.imdb.com/title/tt1078189/?ref_=adv_li_tt,2008,6.7,79,Crypto and Pox have started a fast food restaurant and the secret recipe is human meat and they serve human meat to collect brain stems which is code named DNA and they harvest the Furon DNA once again.
Destroy All Humans! Path of the Furon,https://www.imdb.com/title/tt1093901/?ref_=adv_li_tt,2008,6.5,145,"It's the late 1970's, and Crypto faces a conspiracy so vast that even Pox can't help him now."
Destruction Derby,https://www.imdb.com/title/tt3525802/?ref_=adv_li_tt,1995,6.7,68,"You are the player who has to race against other cars and crash into them for score points, but beware the rival cars can crash into you and if they total your car, you're out of the race. There are a total of 6 courses in the game."
Destruction Derby 64,https://www.imdb.com/title/tt5451792/?ref_=adv_li_tt,1999,6.2,11,A destruction derby/racing game released for the Nintendo 64 in 1999 by THQ.
Destruction Derby Arenas,https://www.imdb.com/title/tt1064864/?ref_=adv_li_tt,2004,7.0,24,Add a Plot
Destruction Derby Raw,https://www.imdb.com/title/tt6092276/?ref_=adv_li_tt,2000,7.5,8,Destruction Derby Raw is a video game for the PlayStation and is the third installment of the Destruction Derby series.
Deus Ex,https://www.imdb.com/title/tt0286585/?ref_=adv_li_tt,2000,9.2,"3,226","In a dark cyberpunk future where poverty, disease, oppression and terrorism are widespread, J.C. Denton, a new cybernetically-enhanced special agent, finds evidence of a massive conspiracy when his brother, also an agent, goes rogue."
Deus Ex: Human Revolution,https://www.imdb.com/title/tt1319708/?ref_=adv_li_tt,2011,8.6,"5,602","After a shadowy black ops team kidnaps several scientists security manager Adam Jensen was sworn to protect, he must harness the power of his new-found cybernetic augmentations to save their lives."
Deus Ex: Invisible War,https://www.imdb.com/title/tt0397053/?ref_=adv_li_tt,2003,6.9,817,"Twenty years after Deus Ex (2000). Alex D is evacuated from Chicago to Seattle following a terrorist attack, and soon becomes embroiled in a network of plots as the world's factions fight for control of the world."
Deus Ex: Mankind Divided,https://www.imdb.com/title/tt4614906/?ref_=adv_li_tt,2016,7.9,"2,022","Set two years after the Human Revolution in 2029, Adam Jensen is faced with the aftermath of the Aug Incident and the impact of his decision on how to resolve it."
Devil Dice,https://www.imdb.com/title/tt0464333/?ref_=adv_li_tt,1998,7.7,21,This game is an extremely difficult puzzle game where you control the little endearing devil and make the dice on the top to match with the corresponding dice numbers. If there is two dot ... See full summary »
Devil Kings,https://www.imdb.com/title/tt0823644/?ref_=adv_li_tt,2005,8.1,42,"Known in Japan as ""Sengoku Basara"", takes place during the Warring States Era, which Japan was split into many minor states battling over power and land."
Devil May Cry,https://www.imdb.com/title/tt0268256/?ref_=adv_li_tt,2001,8.1,"2,605","After losing his brother and mother to demon lord Mundus, demon hunter Dante and his new friend Trish embark on a quest to confront Lord Mundus."
Devil May Cry 2,https://www.imdb.com/title/tt0319285/?ref_=adv_li_tt,2003,5.9,"1,513",Dante is recruited by a clan of Demon Slayers to protect the island of Vie de Marli from a greedy business mogul who seeks to become a demon.
Devil May Cry 3: Dante's Awakening,https://www.imdb.com/title/tt0426437/?ref_=adv_li_tt,2005,8.5,"2,886",A young Dante is opening up his Merc Agency when he receives a challenge from his twin brother Vergil. The following events exponentially shape his future and make for one hell of a party.
Devil May Cry 4,https://www.imdb.com/title/tt0952651/?ref_=adv_li_tt,2008,8.0,"2,881",A young knight named Nero comes to grips with his newly found power as his beliefs and allegiance are tested when he witnesses Sparda's legendary son Dante slaughter his fellow warriors.
Devil's Third,https://www.imdb.com/title/tt2133210/?ref_=adv_li_tt,2015,5.2,29,Add a Plot
Diablo,https://www.imdb.com/title/tt0258522/?ref_=adv_li_tt,1996,8.5,"2,869","It is a horrible era for the formerly peaceful town of Tristram. Prince Albrect is missing, King Leoric is dead, and demonic raids are now commonplace. You are one of the heroes, who visits Tristram to slay whatever is causing this horror."
Diablo II,https://www.imdb.com/title/tt0258523/?ref_=adv_li_tt,2000,9.0,"3,991","Evil has survived. Diablo, the Lord of Terror, now seeks to free his demonic brothers. The armies of the High Heavens are forbidden to interfere with Diablo's plan."
