name,url,year,rating,votes,plot,Key
Divinity: Original Sin,https://www.imdb.com/title/tt3910022/?ref_=adv_li_tt,2014,8.0,466,Two Source Hunters who devote their lives to ridding a mysterious energy known as Source from the world of Rivellon are tasked with something much larger when the fate of their world is placed into their hands.,tt3910022
Civilization: Beyond Earth,https://www.imdb.com/title/tt3915900/?ref_=adv_li_tt,2014,6.7,126,"A spin-off of the classic Sid Meier's Civilization turn-based strategy games, Beyond Earth takes you to new alien planets deep among the stars. Colonize and explore using new technologies to write the next chapter for mankind.",tt3915900
Talon and Dove,https://www.imdb.com/title/tt3915922/?ref_=adv_li_tt,2014,0.0,0,Add a Plot,tt3915922
Remothered: Tormented Fathers,https://www.imdb.com/title/tt3916182/?ref_=adv_li_tt,2018,6.9,210,"An old woman named Madame Svenska meets a young man named Mr. Manni, who she begins recounting an old story to him so that it will not be forgotten.",tt3916182
Tropico 5,https://www.imdb.com/title/tt3918450/?ref_=adv_li_tt,2014,6.5,163,"Return to the remote island nation of Tropico in this installment of the 'dictator sim' series. Expand your Dynasty's reign from the early colonial period to beyond the 21st Century, facing... See full summary »",tt3918450
Privateer: Righteous Fire,https://www.imdb.com/title/tt3920670/?ref_=adv_li_tt,1994,7.7,13,"Mercenary space pilot Grayson Burrows is taking a breather after his adventures in the original game, when someone steels an alien weapon from his ship. Grayson suspects a dangerous Luddite religious cult, but info on them is expensive.",tt3920670
Madden NFL 15,https://www.imdb.com/title/tt3920872/?ref_=adv_li_tt,2014,6.6,257,"Select your favorite team and play through the NFL season, build your legacy in Connected Franchise or a dynasty in Ultimate Team in NFL 15.",tt3920872
Mighty Switch Force! 2,https://www.imdb.com/title/tt3922126/?ref_=adv_li_tt,2013,6.9,9,"Team up with Officer Patricia Wagon to save Tangent City from a fiery blaze. As a member of Planet Land's Fire Brigade, your job is to douse the fire in each building - and to evacuate any Hooligan Sisters who may be trapped inside.",tt3922126
1954 Alcatraz,https://www.imdb.com/title/tt3922364/?ref_=adv_li_tt,2014,6.6,27,"Joe's doing 40 years on Alcatraz for a heist on an armored truck. The loot is still hidden out there, but only Joe knows where it is. In the streets of San Francisco, Joe's ex-accomplices and his wife are eager to find the stolen money.",tt3922364
I-War,https://www.imdb.com/title/tt3922828/?ref_=adv_li_tt,1997,0.0,0,"In the 23rd century a war is raging between the Commonwealth of Earth and Indies, the rebellious space colonists who want independence from Earth. One captain and his AI replica of Earth's celebrated war hero become key to its outcome.",tt3922828
Lara Croft and the Temple of Osiris,https://www.imdb.com/title/tt3923918/?ref_=adv_li_tt,2014,6.5,285,"Deep in the deserts of Egypt Lara Croft joins forces with rival treasure hunter Carter Bell and imprisoned gods Isis and Horus, to defeat the evil deity Set.",tt3923918
Persona 5,https://www.imdb.com/title/tt3944082/?ref_=adv_li_tt,2016,9.3,"2,666",A group of high school students create a vigilante group to expose the crimes of corrupt adults but soon find themselves in the midst of a worldwide conspiracy and targeted by powerful individuals who would do anything to silence them.,tt3944082
Persona 5,https://www.imdb.com/title/tt3944082/?ref_=adv_li_tt,2016,9.3,"2,665",A group of high school students create a vigilante group to expose the crimes of corrupt adults but soon find themselves in the midst of a worldwide conspiracy and targeted by powerful individuals who would do anything to silence them.,tt3944082
Rozen Maiden: Wechseln Sie Welt Ab,https://www.imdb.com/title/tt3947056/?ref_=adv_li_tt,2014,0.0,0,Add a Plot,tt3947056
Shingeki no kyojin,https://www.imdb.com/title/tt3947458/?ref_=adv_li_tt,2012,6.9,22,Add a Plot,tt3947458
Shingeki no kyojin: Hangeki no tsubasa,https://www.imdb.com/title/tt3947464/?ref_=adv_li_tt,2013,6.0,10,Add a Plot,tt3947464
Shingeki no kyojin: Hangeki no tsubasa Online,https://www.imdb.com/title/tt3947470/?ref_=adv_li_tt,2013,5.5,6,Add a Plot,tt3947470
Diabolik Lovers,https://www.imdb.com/title/tt3947684/?ref_=adv_li_tt,2012,0.0,0,Add a Plot,tt3947684
"Diabolik Lovers: More, Blood",https://www.imdb.com/title/tt3947688/?ref_=adv_li_tt,2013,6.3,98,"The second season of Diabolik Lovers. Komori Yui is still adapting to the life of living with the sadistic Sakamaki vampire brothers, how will her relationship fare between them throughout the rest of her time in high school?",tt3947688
Assassin's Creed: Unity,https://www.imdb.com/title/tt3947868/?ref_=adv_li_tt,2014,7.1,"6,986","Paris, 1789. You play as Arno Victor-Dorian, an assassin during the French Revolution. As the nation tears itself apart, Arno will expose the true powers behind the Revolution.",tt3947868
Assassin's Creed: Unity,https://www.imdb.com/title/tt3947868/?ref_=adv_li_tt,2014,7.1,"6,987","Paris, 1789. You play as Arno Victor-Dorian, an assassin during the French Revolution. As the nation tears itself apart, Arno will expose the true powers behind the Revolution.",tt3947868
Impire,https://www.imdb.com/title/tt3949326/?ref_=adv_li_tt,2013,0.0,0,"An idiot demonologist summons Baal from the pit in hell. After doing so, you control Baal and take over the new realm that you have access to. Not without killing a few baby chicks along the way though",tt3949326
The Fall,https://www.imdb.com/title/tt3950906/?ref_=adv_li_tt,2014,7.6,42,"Arid, an artificial intelligence installed in a technologically-advanced combat space suit, navigates a decaying industrial facility in search of medical attention for the suit's injured pilot",tt3950906
Go Diego Go! Safari Rescue,https://www.imdb.com/title/tt3951824/?ref_=adv_li_tt,2007,5.4,13,Add a Plot,tt3951824
Dora the Explorer: Dora Saves the Snow Princess,https://www.imdb.com/title/tt3951848/?ref_=adv_li_tt,2008,0.0,0,Add a Plot,tt3951848
Dora the Explorer: Dora's Cooking Club,https://www.imdb.com/title/tt3951852/?ref_=adv_li_tt,2010,0.0,0,Add a Plot,tt3951852
Dora the Explorer: Dora's Big Birthday Adventure,https://www.imdb.com/title/tt3951858/?ref_=adv_li_tt,2010,0.0,0,Add a Plot,tt3951858
Dora the Explorer: Dora Saves the Mermaids,https://www.imdb.com/title/tt3951862/?ref_=adv_li_tt,2007,5.0,16,"In this double-length special, Dora needs your help to save Mermaid Kingdom by bringing a magical crown back to Mariana the Mermaid ... and by becoming a mermaid too! Then help Dora on two ... See full summary »",tt3951862
Dora and Kai-Lan's Pet Shelter,https://www.imdb.com/title/tt3951864/?ref_=adv_li_tt,2011,0.0,0,Add a Plot,tt3951864
Zhu-Zhu Pets: Quest for Zhu,https://www.imdb.com/title/tt3951874/?ref_=adv_li_tt,2009,0.0,0,Add a Plot,tt3951874
Chivalry: Deadliest Warrior,https://www.imdb.com/title/tt3951882/?ref_=adv_li_tt,2013,7.8,14,"A first-person team combat simulator where each group of players take control of a historical warrior class and try to defeat the opposing teams. Play as Samurai, Spartans, Vikings, Knights, Ninjas or Pirates.",tt3951882
Robot: Colony 25,https://www.imdb.com/title/tt3953488/?ref_=adv_li_tt,0,0.0,0,Add a Plot,tt3953488
Animism: Book of Emissaries,https://www.imdb.com/title/tt3955284/?ref_=adv_li_tt,2014,0.0,0,Add a Plot,tt3955284
Proteus,https://www.imdb.com/title/tt3956476/?ref_=adv_li_tt,2013,6.0,28,Add a Plot,tt3956476
Astebreed,https://www.imdb.com/title/tt3956490/?ref_=adv_li_tt,2013,4.3,11,"Humanity is at war against a hostile alien race dubbed the Filune. Grato Nono, attempting to escape with his two daughters Fiona and Estina, is killed along with his two squad mates. Later ... See full summary »",tt3956490
Star Wars,https://www.imdb.com/title/tt3957052/?ref_=adv_li_tt,2010,7.2,67,Add a Plot,tt3957052
Ichigo mashimaro,https://www.imdb.com/title/tt3958386/?ref_=adv_li_tt,2005,0.0,0,Add a Plot,tt3958386
Mars: War Logs,https://www.imdb.com/title/tt3959120/?ref_=adv_li_tt,2013,6.1,45,"Set on Mars, a century after a great upheaval. The player takes on the role of Roy Temperance, an escaped prisoner of war who finds himself caught between a variety of powerful factions.",tt3959120
Divinity: Dragon Commander,https://www.imdb.com/title/tt3961588/?ref_=adv_li_tt,2013,6.7,30,Add a Plot,tt3961588
Wild,https://www.imdb.com/title/tt3962652/?ref_=adv_li_tt,0,0.0,0,"WiLD is an expansive world where you will learn and adapt to the ever-changing world around you while uncovering the secrets of the land. The world will continually change through different times of day, weather, and seasonal changes.",tt3962652
Bedlam,https://www.imdb.com/title/tt3966562/?ref_=adv_li_tt,2014,6.8,11,"A fast paced FPS with an engrossing storyline written by cult Scottish author Christopher Brookmyre. You play Heather Quinn aka ""Athena"" trapped in a world of video games, desperate to find... See full summary »",tt3966562
Dreamfall Chapters,https://www.imdb.com/title/tt3969282/?ref_=adv_li_tt,2014,7.9,290,"Dreamfall Chapters follows three characters on their journeys across two worlds, one a cyberpunk vision of the future, the other a magical fantasy world as their stories and destinies intertwine.",tt3969282
Electroball,https://www.imdb.com/title/tt3969532/?ref_=adv_li_tt,2014,0.0,0,Add a Plot,tt3969532
Alienation,https://www.imdb.com/title/tt3974550/?ref_=adv_li_tt,2016,6.9,76,"The world has been overrun by aliens, much of the population has either been killed or mutated, and the only hope for turning the tide rests upon a squad of four heavily modified soldiers.",tt3974550
Small Soldiers: Globotech Design Lab,https://www.imdb.com/title/tt3976204/?ref_=adv_li_tt,1998,7.9,12,"A PC strategy/action game based on the film Small Soldiers. You can either design and build your own squad of soldiers or choose from pre-built characters. After you create your soldiers, you then battle the opposite team.",tt3976204
The Dark Knight Rises,https://www.imdb.com/title/tt3976222/?ref_=adv_li_tt,2012,7.7,385,Play as the dark knight to save Gotham city one more time.,tt3976222
Risk of Rain,https://www.imdb.com/title/tt3979040/?ref_=adv_li_tt,2013,7.3,67,Risk Of Rain Is Fun Platformer\Rage Game Incuding Long Runs And Lots Of Things To Collect.,tt3979040
Risk of Rain,https://www.imdb.com/title/tt3979040/?ref_=adv_li_tt,2013,7.3,68,Risk Of Rain Is Fun Platformer\Rage Game Incuding Long Runs And Lots Of Things To Collect.,tt3979040
XType Plus,https://www.imdb.com/title/tt3980128/?ref_=adv_li_tt,2014,0.0,0,Add a Plot,tt3980128
Inside,https://www.imdb.com/title/tt3980364/?ref_=adv_li_tt,2016,8.8,"3,587","Hunted and alone, a boy finds himself drawn into the center of a dark project.",tt3980364
Inside,https://www.imdb.com/title/tt3980364/?ref_=adv_li_tt,2016,8.8,"3,590","Hunted and alone, a boy finds himself drawn into the center of a dark project.",tt3980364
Yakuza 0,https://www.imdb.com/title/tt3983144/?ref_=adv_li_tt,2015,8.9,"1,482","Kiryu and Majima, both Yakuza's who are in different cities in Japan in 1988, as the fate of the two characters become intertwined in a gritty, violent, and often touching narrative.",tt3983144
Caladrius,https://www.imdb.com/title/tt3985492/?ref_=adv_li_tt,2013,0.0,0,Add a Plot,tt3985492
World of Warcraft: Warlords of Draenor,https://www.imdb.com/title/tt3993808/?ref_=adv_li_tt,2014,7.3,"1,041",Garrosh Hellscream goes back 35 years in time to change the history of his planet and his people. Brave heroes from Azeroth go through the portal to fix what he has changed and to try to bring balance back to the world.,tt3993808
Race to Zero Waste,https://www.imdb.com/title/tt3996196/?ref_=adv_li_tt,2014,0.0,0,Add a Plot,tt3996196
Spriggan: Lunar Verse,https://www.imdb.com/title/tt3996588/?ref_=adv_li_tt,1999,0.0,0,Add a Plot,tt3996588
NHL 15,https://www.imdb.com/title/tt3997198/?ref_=adv_li_tt,2014,6.0,138,"Play as your favorite team, in this all new action packed fast paced game, with new improved graphics.",tt3997198
Tropico 4,https://www.imdb.com/title/tt4000352/?ref_=adv_li_tt,2011,7.2,87,Add a Plot,tt4000352
Forbidden Magna,https://www.imdb.com/title/tt4008390/?ref_=adv_li_tt,2014,0.0,0,Add a Plot,tt4008390
Saints Row: Gat Out of Hell,https://www.imdb.com/title/tt4009734/?ref_=adv_li_tt,2015,6.3,"1,036",Johnny Gat and the Saints are in search of the leader of the Saints who has been kidnapped by Satan.,tt4009734
God Eater 2: Rage Burst,https://www.imdb.com/title/tt4009904/?ref_=adv_li_tt,2015,6.3,26,Add a Plot,tt4009904
Dead or Alive 5: Last Round,https://www.imdb.com/title/tt4009916/?ref_=adv_li_tt,2015,7.4,228,With the fifth DOA tournament looming the usual suspects from this critically acclaimed franchise line up with newcomers to find out who will be crowned this years winner.,tt4009916
Nightwalker: The Midnight Detective,https://www.imdb.com/title/tt4010830/?ref_=adv_li_tt,1993,0.0,0,This is a 16-bit color PC game developed for the NEC PC98.,tt4010830
The Birdcage,https://www.imdb.com/title/tt4011016/?ref_=adv_li_tt,2015,0.0,0,"Have you ever thought how strange the plot of ""The Beauty and the Beast"" is? This poor girl is forced to leave her father's home and become the prisoner of a terrible monster who is, at ... See full summary »",tt4011016
YIIK,https://www.imdb.com/title/tt4011338/?ref_=adv_li_tt,2019,3.6,23,"When a mystery woman vanishes from an elevator in front of his eyes, fresh graduate Alex assembles a squad of internet misfits to investigate her disappearance.",tt4011338
The Book of Unwritten Tales: The Critter Chronicles,https://www.imdb.com/title/tt4011612/?ref_=adv_li_tt,2011,6.7,18,"Tells the story of how adventurer Nate Bonnett and Critter, his hairy sidekick, first met, all set before their appearance in Wilbur's and Ivo's adventure in The Book of Unwritten Tales.",tt4011612
The Long Dark,https://www.imdb.com/title/tt4016952/?ref_=adv_li_tt,2014,7.8,452,"Flying a routine mail delivery in the Northern wilderness, bush pilot William Mackenzie witnesses mysterious lights flaring across the sky. Suddenly, his DeHavilland Beaver loses power and crashes into the dense mountain forest below.",tt4016952
Kingdom Rush,https://www.imdb.com/title/tt4018324/?ref_=adv_li_tt,2011,8.3,97,"When the evil Vez'nan is threatening the kingdom with his army of monsters, only one general is able to fight back against the incoming threat.",tt4018324
Resident Evil: Revelations 2,https://www.imdb.com/title/tt4018604/?ref_=adv_li_tt,2015,7.5,"1,397","Revelations 2 sees the return of Claire Redfield, whom along with the daughter of Barry Burton, Moira Burton, must try to escape off a monster-infested island.",tt4018604
Gandamu bureikâ 2,https://www.imdb.com/title/tt4018908/?ref_=adv_li_tt,2015,0.0,0,GUNDAM BREAKER 2 includes 100 Gundam model units which far exceed the previous title. Collect parts by destroying the enemy Gundam model and create your own Gundam model. You can also ... See full summary »,tt4018908
Vessel,https://www.imdb.com/title/tt4019820/?ref_=adv_li_tt,2012,5.7,14,Add a Plot,tt4019820
Lone Survivor,https://www.imdb.com/title/tt4019824/?ref_=adv_li_tt,2012,6.9,60,"A story about a boy and a girl. Just another story about zombies. It's a story. Just... a story... This is a game about the lone survivor in a rather strange zombie apocalypse, in which you... See full summary »",tt4019824
Fable: The Journey,https://www.imdb.com/title/tt4021000/?ref_=adv_li_tt,2012,4.8,28,"Fifty years after the events of Fable III, a young Dweller named Gabriel encounters the blind seer Theresa, and must escort her to the Spire so that her powers can be restored.",tt4021000
Where the Wild Things Are,https://www.imdb.com/title/tt4022510/?ref_=adv_li_tt,2009,6.7,21,"Yearning for Adventure, a young boy named 'Max' sails to an island where he meets a group of Wild Things, they crown him, call him 'King' and they all explore the entire island where strange things occur",tt4022510
Ride to Hell: Retribution,https://www.imdb.com/title/tt4025560/?ref_=adv_li_tt,2013,1.3,307,"A Vietnam veteran, who has recently returned home, goes after the gang of bikers who attacked his family.",tt4025560
Boo Bunny Plague,https://www.imdb.com/title/tt4030536/?ref_=adv_li_tt,2014,0.0,0,"Join Bunny and his pals Gunny, Faye, and Ganny on an epic quest to earn enough money to buy himself an Auto-repair unit! Bunny is a robotic children's toy who was given artificial life by a... See full summary »",tt4030536
Risen 3: Titan Lords,https://www.imdb.com/title/tt4032526/?ref_=adv_li_tt,2014,6.9,125,"A former pirate captain loses his soul, and must go on a journey to reclaim it.",tt4032526
OXO,https://www.imdb.com/title/tt4036822/?ref_=adv_li_tt,1952,7.0,22,"A simulation on the game of tic-tac-toe in which its program was written on the Electronic Delay Storage Automatic Calculator, or EDSAC for short. The player and the CPU is able to choose ... See full summary »",tt4036822
Disney's Cartoon Arcade,https://www.imdb.com/title/tt4036922/?ref_=adv_li_tt,1990,0.0,0,Add a Plot,tt4036922
Super Real Mahjong PIV,https://www.imdb.com/title/tt4037172/?ref_=adv_li_tt,1993,0.0,0,"Originating in the arcades, this installment of the Super Real Mahjong series puts the player in the role of a mahjong club member who competes against three female opponents. Rounds won by... See full summary »",tt4037172
Sûpâ Riaru Mâjan PV,https://www.imdb.com/title/tt4037274/?ref_=adv_li_tt,1994,0.0,0,"Super Real Mahjong PV is the fifth installment in the strip mahjong series. There is no background story in the game; the player is merely introduced to three high school girls - Mizuki, ... See full summary »",tt4037274
Nobuyuki Forces 4,https://www.imdb.com/title/tt4042744/?ref_=adv_li_tt,2011,0.0,0,Add a Plot,tt4042744
Titan Souls,https://www.imdb.com/title/tt4044016/?ref_=adv_li_tt,2015,7.0,68,"Between our world and the world beyond lie the Titan Souls, Now scattered everywhere, A solitary hero armed with but a single arrow is once again assembling shards of the Titan Soul in a quest for truth and power.",tt4044016
Horizon Zero Dawn,https://www.imdb.com/title/tt4044024/?ref_=adv_li_tt,2017,9.0,"14,239","In a primitive tribal world where strange, monstrous, animalistic machines roam the wilderness, a brave young female warrior goes on a quest to learn the truth about her mysterious origin and the state the world is in.",tt4044024
Horizon Zero Dawn,https://www.imdb.com/title/tt4044024/?ref_=adv_li_tt,2017,9.0,"14,235","In a primitive tribal world where strange, monstrous, animalistic machines roam the wilderness, a brave young female warrior goes on a quest to learn the truth about her mysterious origin and the state the world is in.",tt4044024
Horizon Zero Dawn,https://www.imdb.com/title/tt4044024/?ref_=adv_li_tt,2017,9.0,"14,234","In a primitive tribal world where strange, monstrous, animalistic machines roam the wilderness, a brave young female warrior goes on a quest to learn the truth about her mysterious origin and the state the world is in.",tt4044024
Super Real Mahjong PVI,https://www.imdb.com/title/tt4044204/?ref_=adv_li_tt,1996,0.0,0,Add a Plot,tt4044204
Super Real Mahjong P7,https://www.imdb.com/title/tt4044270/?ref_=adv_li_tt,1997,0.0,0,Add a Plot,tt4044270
Super Real Mahjong VS,https://www.imdb.com/title/tt4047188/?ref_=adv_li_tt,1999,0.0,0,Add a Plot,tt4047188
Sniper: Ghost Warrior,https://www.imdb.com/title/tt4051678/?ref_=adv_li_tt,2010,6.0,263,"As a Ghost Warrior, an elite sniper in a highly trained special ops unit, your unique skills in the art of stalking, target detection, surveillance and shooting accuracy will determine mission success.",tt4051678
Hellgate: London,https://www.imdb.com/title/tt4051836/?ref_=adv_li_tt,2007,7.0,60,It's the year 2038 and London lies in ruins. The nearby Hellgate has turned the sky gray and it's presence dominates the horizon. The Invasion eradicated the powerful nations of man and the... See full summary »,tt4051836
Defense Grid: The Awakening,https://www.imdb.com/title/tt4054056/?ref_=adv_li_tt,2008,7.2,68,Add a Plot,tt4054056
Moebius: Empire Rising,https://www.imdb.com/title/tt4054536/?ref_=adv_li_tt,2014,6.7,25,"Third person adventure game about Malachi Rector, a brilliant antisocial egoistic art dealer who is hired by a mysterious government organization to investigate a murder tied to obscure Moebius Theory about history being circular.",tt4054536
The Secret World: Issue 10 - Nightmares in the Dream Palace,https://www.imdb.com/title/tt4057136/?ref_=adv_li_tt,2014,0.0,0,Add a Plot,tt4057136
Kentucky Route Zero,https://www.imdb.com/title/tt4061364/?ref_=adv_li_tt,2013,7.4,127,"A magical realist adventure game about a secret highway in the caves beneath Kentucky, and the mysterious folks who travel it.",tt4061364
Nowhere Boys: The 5th Boy,https://www.imdb.com/title/tt4065690/?ref_=adv_li_tt,2013,0.0,0,"Overview The Nowhere Boys interactive game is a unique immersive experience. Players enter through the broadcaster's online site to discover a fifth boy who, like the Nowhere Boys, is lost ... See full summary »",tt4065690
OlliOlli2: Welcome to Olliwood,https://www.imdb.com/title/tt4065908/?ref_=adv_li_tt,2015,6.6,32,Drop in to Olliwood and prepare for finger-flippin' mayhem in this follow up to cult skateboarding smash OlliOlli.,tt4065908
Halo: The Master Chief Collection,https://www.imdb.com/title/tt4066088/?ref_=adv_li_tt,2014,8.9,"2,129","Compilation of Master Chief's entire story. Featuring a re-mastered Halo 2: Anniversary, along with Halo: Anniversary, Halo 3, Halo 4, Halo Nightfall, and access to the Halo 5 Multiplayer Beta.",tt4066088
Sherlock Holmes: Crimes and Punishments,https://www.imdb.com/title/tt4066298/?ref_=adv_li_tt,2014,7.8,493,"Taking place in London and its suburbs in 1894 and 1895, Sherlock Holmes is out to solve six high profile cases in this game of investigation in the tradition of Conan Doyle.",tt4066298
Gauntlet,https://www.imdb.com/title/tt4069338/?ref_=adv_li_tt,2014,6.2,77,Add a Plot,tt4069338
Total War: Attila,https://www.imdb.com/title/tt4070812/?ref_=adv_li_tt,2015,7.8,247,The player has an opportunity to become a witness and participant in the colossal fall of the Roman Empire.,tt4070812
Pajama Sam: Life Is Rough When You Lose Your Stuff!,https://www.imdb.com/title/tt4073974/?ref_=adv_li_tt,2003,4.4,13,Add a Plot,tt4073974
The Invizimals: The Lost Kingdom,https://www.imdb.com/title/tt4074494/?ref_=adv_li_tt,2013,6.4,15,Add a Plot,tt4074494
The Jungle Book,https://www.imdb.com/title/tt4077650/?ref_=adv_li_tt,1995,0.0,0,"Part of Electonic Arts' short-lived interactive storybook or ""story painting"" series. The Paintbox Pals are four anthropomorphic stationery objects for school, who watch an animated adaptation of the Jungle Book and interact with it.",tt4077650
40Hz: Forgotten Future,https://www.imdb.com/title/tt4079086/?ref_=adv_li_tt,2016,0.0,0,Add a Plot,tt4079086
Salammbo: Battle for Carthage,https://www.imdb.com/title/tt4085232/?ref_=adv_li_tt,2003,0.0,0,Add a Plot,tt4085232
Roundabout,https://www.imdb.com/title/tt4085834/?ref_=adv_li_tt,2014,6.9,56,Its 1977 and cute mute limo driver Georgio Manos has just passed her driving test. Help her build her reputation of top revolving chauffeur in town by taking passengers to their destinations in her rotating limo and avoiding obstacles.,tt4085834
Tiny Toon Adventures - Toonenstein: Dare to Scare,https://www.imdb.com/title/tt4087562/?ref_=adv_li_tt,1999,4.8,9,"Video game in which you play as a looney toon traveling through various halloween/spooky settings, unlocking items as you proceed.",tt4087562
D4: Dark Dreams Don't Die,https://www.imdb.com/title/tt4088724/?ref_=adv_li_tt,2014,7.3,99,"David Young is a private detective with an ability that allows him to dive into the past using items called 'mementos.' His wife was murdered 2 years ago, and left him a dying message: ""Look for D.""",tt4088724
Phantasy Star Generation: 1,https://www.imdb.com/title/tt4089298/?ref_=adv_li_tt,2003,0.0,0,Add a Plot,tt4089298
Lode Runner 2,https://www.imdb.com/title/tt4089750/?ref_=adv_li_tt,1998,5.8,14,Add a Plot,tt4089750
Gotouchi tetsudou: Gotouchikyara to Nippon zenkoku no tabi,https://www.imdb.com/title/tt4104880/?ref_=adv_li_tt,2014,0.0,0,Add a Plot,tt4104880
Granblue Fantasy,https://www.imdb.com/title/tt4105184/?ref_=adv_li_tt,2014,8.1,10,Add a Plot,tt4105184
Fast and Furious 6: The Game,https://www.imdb.com/title/tt4106374/?ref_=adv_li_tt,2013,6.2,352,Videogame for android that follows the Fast and Furious 6 film.,tt4106374
The Sims 4,https://www.imdb.com/title/tt4109630/?ref_=adv_li_tt,2014,6.8,"1,502","Fourth main game in the real-time life simulation / management series, with an expanded character creation process.",tt4109630
The Hive,https://www.imdb.com/title/tt4110238/?ref_=adv_li_tt,2014,0.0,0,The Hive is a new story-driven fantasy game. Gorgeous music and a beautiful visual design takes you to planet of New Eden. There you assume control as the Insectoid Hive mind and face the challenges ahead. How long can you survive?,tt4110238
Bear with Me: Episode One,https://www.imdb.com/title/tt4110254/?ref_=adv_li_tt,2016,7.5,40,"Bear With Me is an episodic noir adventure game. Amber is trying to find her missing brother while being aided by her trusty teddy, Ted E. Bear. Being haunted by nightmares, Amber wakes up ... See full summary »",tt4110254
Nancy Drew: Labyrinth of Lies,https://www.imdb.com/title/tt4110652/?ref_=adv_li_tt,2014,7.7,38,Teen detective Nancy Drew investigates a series of thefts from a museum in Greece.,tt4110652
Jett Rocket,https://www.imdb.com/title/tt4110742/?ref_=adv_li_tt,2010,0.0,0,"Planetary Inspector Jett Rocket explores tropical islands, ruin-strewn swamps and frozen drifts on the world of Yoroppa while attempting to rid it of the nefarious Power Plant Posse.",tt4110742
Ninja Boy,https://www.imdb.com/title/tt4110768/?ref_=adv_li_tt,1992,0.0,0,Help Ninja Boy take down Oni Kid in this Macintosh fighting game.,tt4110768
Power Pete,https://www.imdb.com/title/tt4110856/?ref_=adv_li_tt,1993,0.0,0,"When the lights of the Toy Mart go out, the adventure begins: it's up to Power Pete to save the innocent fuzzy bunnies from evil clowns, crazed robots and bone-hurling cave-men. Use an ... See full summary »",tt4110856
LostWinds,https://www.imdb.com/title/tt4111280/?ref_=adv_li_tt,2008,6.2,12,A young boy named Toku is given control over the power of wind by the spirit Enril and sets off to break the curse set on the land of Mistralis by the evil Balasar.,tt4111280
Iron Man 3: The Official Game,https://www.imdb.com/title/tt4111326/?ref_=adv_li_tt,2013,6.0,53,The official video-game of 'Iron Man 3 (2013)'.,tt4111326
LostWinds: Winter of the Melodias,https://www.imdb.com/title/tt4111330/?ref_=adv_li_tt,2009,0.0,0,"Toku and the wind spirit Enril must use the power to shift the very seasons to save Toku's mother, Magdi, and the whole of the ancient Melodia civilization.",tt4111330
Chex Quest,https://www.imdb.com/title/tt4111424/?ref_=adv_li_tt,1996,7.9,27,"When the revolting Flemoids invade Bazoik, a peaceful mining planet renowned for its quality nutritious products, none but the courageous Chex Warrior can zorch them back into oblivion.",tt4111424
Professor S.,https://www.imdb.com/title/tt4112548/?ref_=adv_li_tt,2014,0.0,0,Add a Plot,tt4112548
Lords of Xulima,https://www.imdb.com/title/tt4112668/?ref_=adv_li_tt,2014,6.0,8,"Lords of Xulima is a challenging Role-playing game set on the mythical continent of Xulima, where Gods and humans once walked side by side. Experience a genuine RPG featuring over 100 hours... See full summary »",tt4112668
Chex Quest 2,https://www.imdb.com/title/tt4112908/?ref_=adv_li_tt,1997,6.9,12,"Upon his triumphant return to his home world, the Chex Warrior finds Chex City itself festering with feculent Flemoids.",tt4112908
Chex Quest 3,https://www.imdb.com/title/tt4112990/?ref_=adv_li_tt,2008,7.5,10,"Ten years after the Chex Warrior zorched the last Flemoid from Chextropolis, a huge rift has opened in space, sending a giant slime-asteroid plunging toward the vital cereal-producing planet Ralston.",tt4112990
Thinkin' Things Collection 1,https://www.imdb.com/title/tt4113318/?ref_=adv_li_tt,1994,0.0,0,"An educational computer game containing six engaging activities aimed at cultivating your child's problem-solving skills, memory skills, critical thinking and creativity.",tt4113318
Neon Tango,https://www.imdb.com/title/tt4113882/?ref_=adv_li_tt,2008,0.0,0,Zoom through vector-based arenas blasting geometric shapes and wire-frame beasts in this intense and beautiful top-down shooter from the makers of WingNuts.,tt4113882
Mitsume ga tooru,https://www.imdb.com/title/tt4114248/?ref_=adv_li_tt,1992,8.4,8,Mitsume ga Tooru is a video game for the Family Computer that was developed by Natsume and published by Tomy. It is based on the manga and anime called The Three-Eyed One.,tt4114248
Buck Bumble,https://www.imdb.com/title/tt4115140/?ref_=adv_li_tt,1998,7.2,22,"In the year 2010, rural London's gardens are invaded by the Herd, a vicious swarm of pollution-mutated insectoids, and only special cybernetic agent Buck Bumble has the bollocks to save the day.",tt4115140
Homefront: The Revolution,https://www.imdb.com/title/tt4115498/?ref_=adv_li_tt,2016,5.2,344,"2029, Philadelphia. Once known as the birthplace of American independence, is now occupied by the Korean People's Army, AKA North Korea.",tt4115498
Thinkin' Things Collection 2,https://www.imdb.com/title/tt4115634/?ref_=adv_li_tt,1995,0.0,0,"A second collection of activities designed to stimulate your child's mind. Explore musical notation and rhythm with Oranga Banga's band, match Fripples in a memory-exercising game, see your 2D drawings turned into 3D images, and more.",tt4115634
Thinkin' Things Collection 3,https://www.imdb.com/title/tt4115704/?ref_=adv_li_tt,1995,0.0,0,"A third collection of games to build your child's reasoning and creativity. Learn the laws of physics as you shape grooves and inclines into a pool board, trade items with Stocktopus, solve the mystery of the empty Fripple house, and more.",tt4115704
